record_id,state,county,municipality,jurisdiction_level,record_type,project_or_policy_name,technology,policy_mechanism,opposition_type,adopted_or_event_date_text,status,project_capacity_mw,project_area_acres,has_litigation,short_description,long_description,extraction_source_section,notes
REC-0233,MO,Clinton and DeKalb Counties,,multi-county,contested_project,Osborn Wind Project,wind,,"local_residents, organized_group","2010, lawsuits and settlement in 2018-2020",pending,200,,yes,"The Osborn Wind Project faced local opposition and lawsuits, with a settlement allowing up to 24 turbines.","The 200-MW, 97-turbine Osborn Wind Project was proposed in Clinton and DeKalb Counties in 2010. Local residents founded the Concerned Citizens for the Future of Clinton and DeKalb Counties group to oppose wind development. Following a number of lawsuits, NextEra and the Washington Township Zoning Commission reached a settlement agreement in 2018 that allowed for the construction of up to 24 turbines. The developer dropped a lawsuit against Clinton County in 2020.",contested_projects,
REC-0234,MT,Wibaux County,,local,local_restriction,,"wind, storage","setback, zoning_restriction",,"October 23, 2024",in_force,"235 MW (wind), 50 MW (storage)",,,"Wibaux County adopted zoning rules to restrict wind development, including a setback of 1,250 feet from property lines and 1.5 miles from residences.","On October 23, 2024, Wibaux County in Montana became the first county to adopt countywide zoning to restrict wind development. The new rules require wind turbines to be set back 1,250 feet from property lines and 1.5 miles from residences. These rules were adopted as part of an effort to block AES’s proposal for a 235-MW Wibaux Wind Farm with 50 MW of battery storage.",local_restrictions,
REC-0235,MT,Silver Bow County,,local,contested_project,Basin Creek Solar Project,solar,,litigation,,pending,,"1,600 acres",yes,FX Solutions' application for a special use permit to build the Basin Creek Solar Project was denied by the BuWe-Silver Bow Zoning Board of Adjustment in July 2021. The company appealed the decision.,"On July 15, 2021, the BuWe-Silver Bow Zoning Board of Adjustment denied a permit to FX Solutions for the Basin Creek Solar Project on 1,600 acres. In August 2021, FX Solutions appealed the decision. The company argued that the Zoning Board erred by focusing only on public opposition and ignoring support for the project.",contested_projects,
REC-0236,MT,Sweet Grass County,,local,contested_project,Crazy Mountain Wind Project,wind,,litigation,,cancelled,22 turbines,,yes,"PaWern Energy's Crazy Mountain Wind Project was abandoned after a judge issued a preliminary injunction in March 2019, making it impossible to obtain necessary financing.","PaWern Energy proposed a 22-turbine wind project in Sweet Grass County. Four companies that owned neighboring land initiated legal action alleging nuisance. In March 2019, a Montana judge issued a preliminary injunction on construction while the case awaited trial. By July 2019, PaWern asserted that the preliminary injunction made it impossible to obtain necessary financing and satisfy contractual obligations, leading to the abandonment of the project.",contested_projects,
REC-0237,MT,Park County,,local,contested_project,Mission Creek Wind Project,wind,,local_residents,,unknown,11 turbines,,,"Local residents formed Friends of Mission Creek to oppose Sagebrush Energy's proposed 11-turbine wind farm, citing landscape and golden eagle concerns.","In 2010, Sagebrush Energy proposed an 11-turbine wind farm east of Livingston, Montana. Local residents formed the Friends of Mission Creek group to halt the project due to concerns about impacts on the natural landscape and local populations of golden eagles. The project appears to have stalled shortly thereafter.",contested_projects,
REC-0238,MT,Valley County,,local,contested_project,Valley County Wind Project,wind,,"environmental_group, local_residents",,cancelled,500 MW,,,GreenHunter Energy's proposed 500-MW wind farm in Valley County was abandoned after facing opposition from environmental groups and local residents.,"In 2005, GreenHunter Energy proposed a 500-MW wind farm in a remote area north of Glasgow, Montana. In 2007, the company abandoned the project due to opposition from the Montana Wilderness Association, Montana Audubon Society, and the Montana Wilderness Society, who raised concerns about impacts on a nearby wilderness area.",contested_projects,
REC-0239,NE,Adams County,,local,state_restriction,Resolutions 2018-10-02 and 2019-03-05,wind,"setback, ban/prohibition",,"October 2, 2018; March 5, 2019",in_force,,,,Adams County adopted resolutions requiring wind turbines to be set back from neighboring dwelling units and prohibiting concentrated solar power.,"In 2018, Adams County required that wind turbines be set back 2,400 feet from neighboring dwelling units and 6,000 feet from any existing wind turbine not owned by the applicant. In 2019, a resolution prohibited concentrated solar power facilities but allowed photovoltaics with proper permits.",local_restrictions,county inferred
REC-0240,NE,Brown County,,local,state_restriction,Zoning Regulations 2020-05,"wind, solar",setback,,May 2020,in_force,,,,Brown County's zoning regulations require commercial wind turbines to be set back from property lines and roads.,"As of May 2020, Brown County’s Zoning Regulations required that commercial wind turbines be set back 1 mile from property lines and roads.",local_restrictions,
REC-0241,NE,Buffalo County,,local,state_restriction,Commissioners' Resolution 2023-03-15,wind,setback,,March 2023,in_force,,,,Buffalo County adopted new setback requirements for wind turbines.,"In March 2023, the Buffalo County Commissioners adopted new setback requirements for wind turbines that require distances of 2 miles from any burial site or the Platte River; 3 miles from any agriculture residential zoned property; 3 miles from property lines of nonparticipating properties; 3 miles from any church, hospital, pool, or park; and 5 miles from any village or city.",local_restrictions,
REC-0242,NE,Burt County,,local,state_restriction,Board of Supervisors' Resolution 2024-12-27,wind,"setback, noise_limit, visual_impact_rule",,December 2024,in_force,,,,Burt County adopted new zoning regulations for wind turbines.,"In December 2024, the Burt County Board of Supervisors adopted new zoning regulations that require commercial wind turbines to be set back 3 miles from any towns or villages, 1 mile from property lines, and 0.5 miles from any occupied dwelling. The ordinance further limits the number of turbines in the county to a cumulative total of 20 turbines, prohibits shadow flicker on roads, and provides that noise shall not exceed 40 dBA from any dwelling on a nonparticipating property, except during periods of severe weather.",local_restrictions,
REC-0243,NE,Cedar County,,local,state_restriction,Zoning Ordinance 2022-06,wind,setback,,June 2022,in_force,,,,"Cedar County's zoning ordinance requires commercial wind turbines to be set back from nonparticipating dwelling units, public conservation lands, and existing commercial wind turbines.","Cedar County’s zoning ordinance, last updated in June 2022, requires commercial wind turbines to be set back at least one mile from non-participating dwelling units, public conservaDon lands, and other existing commercial wind turbines not owned by the applicant.",local_restrictions,
REC-0244,NE,Sarpy County,Gretna,local,state_restriction,Resolution 7-20(1) 2020-07-22,solar,moratorium,,July 2020,lifted,,,,Gretna City Council approved a temporary moratorium on solar plants and associated facilities.,"In July 2020, Gretna City Council approved a temporary moratorium on solar plants and associated facilities through October 2020 or until city codes were updated, whichever was sooner.",local_restrictions,
REC-0245,NE,Dakota County,,local,state_restriction,Resolution 21C-024 2021-07-26,wind,"setback, noise_limit",,July 2021,in_force,,,,Dakota County amended its zoning regulations to require wind turbines to be set back from neighboring dwelling units and wetlands.,"On July 26, 2021, Dakota County amended its zoning regulations to require that commercial wind turbines be set back 2 miles from neighboring dwelling units (up from 2,700 feet) and 2 miles from wetlands and other conservation lands (up from 600 feet).",local_restrictions,
REC-0246,NE,Dawson County,,local,state_restriction,Board of Commissioners' Resolution 2023-05-18,wind,"setback, moratorium",,November 2022; May 2023,in_force,,,yes,Dawson County adopted a 1-year moratorium on wind farm applications and amended its regulations to impose new setbacks.,"In November 2022, Dawson County adopted a 1-year moratorium on wind farm applications. In May 2023, the Dawson County Board of Commissioners adopted amendments to its wind regulations that impose setbacks of 3 miles from non-participating property lines, participating dwellings, road rights-of-way, and public conservation lands. The regulations also limit noise to 40 dBa at the nearest dwelling.",local_restrictions,
REC-0247,NE,Butler County,Franklin Township,local,state_restriction,Township Regulations 2015-09,wind,setback,,September 2015,in_force,,,,Franklin Township implemented regulations requiring wind turbines to be set back from public roads and nonparticipating private property lines.,"In September 2015, Franklin Township implemented regulations requiring that wind turbines be set back 1,640 feet from public roads and non-participating private property lines. The regulations were dragged by a group called Bohemian Alps Wind Watchers and implemented around the same time by five other townships in Butler County.",local_restrictions,
REC-0248,NE,Gage County,,local,state_restriction,Board of Zoning Appeals' Resolution 2020-07-16 and 2023-03-23,"wind, solar","moratorium, setback",,July 2020; March 2023,in_force,,,,Gage County adopted a moratorium on new permits for wind farms and banned commercial wind turbines within 1 mile of property lines.,"In July 2020, Gage County adopted a 3-month moratorium on new permits for wind farms. In November 2021, Gage County adopted amendments that banned commercial wind turbines within 1 mile of property lines of non-participating property owners, a major change from the 2019 zoning regulations, which required only that turbines be set back from property lines by a distance of 2 times turbine height. Gage County subsequently imposed an indefinite moratorium on commercial solar facilities in 2022 to halt solar development while considering new solar restrictions.",local_restrictions,
REC-0249,NE,Greeley County,,local,state_restriction,Board of Commissioners' Resolution 2024-04,"wind, solar",moratorium,,April 2024,in_force,,,,Greeley County adopted a 3-year moratorium on renewable energy applications.,"In April 2024, the Greeley County Board of Commissioners adopted a 3-year moratorium on renewable energy applications.",local_restrictions,
REC-0250,NE,Hamilton County,,local,state_restriction,Zoning Ordinance 2019-07,wind,setback,,2019,in_force,,,,Hamilton County's zoning ordinance requires wind turbines to be set back from property lines of nonparticipating landowners.,An ordinance last amended in 2019 requires that wind turbines be set back 2 miles from property lines of non-participating landowners.,local_restrictions,
REC-0251,NE,Holt County,,local,state_restriction,Zoning Ordinance 2022-11,wind,setback,,November 2022,in_force,,,,Holt County amended its zoning ordinance to require wind turbines to be set back from neighboring dwelling units.,Holt County amended its zoning ordinance in November 2022 to require commercial wind turbines to be set back at least 1 mile from neighboring dwelling units.,local_restrictions,
REC-0252,NE,Kearney County,,local,state_restriction,Zoning Ordinance 2016-01,solar,setback,,January 2016,in_force,,,,Kearney County's zoning ordinance requires solar facilities to maintain noise limits and set back from nonparticipating properties.,"KEARNEY COUNTY, NEB., ZONING REGULATIONS § 7.42(12) require turbines to be set back 1 mile from incorporated towns, schools, churches, state-owned recreational areas, and the homes of any non-participating landowners.",local_restrictions,
REC-0253,NE,Lancaster County,,local,state_restriction,Zoning Code 2015-07,wind,"setback, noise_limit",,2015,in_force,,,,Lancaster County's zoning code sets noise limits and setback requirements for wind turbines.,"In 2015, Lancaster County adopted updates to its zoning code requiring wind turbines maintain noise limits of 40 dBa in the day and 37 dBa at night at non-participating dwellings. The county also set the following setback requirements: 2 times turbine height from non-participating property lines, 3.5 times turbine height from non-participating dwellings.",local_restrictions,
REC-0254,NV,,,local,local_restriction,Nye County Moratorium on Renewable Energy Permits,"solar, wind",moratorium,,November 2022,in_force,,,,Nye County approved a temporary 6-month moratorium on processing permits for renewable energy generation facilities.,"In November 2022, the Nye County Board of County Commissioners approved a temporary 6-month moratorium on processing permits for renewable energy generation facilities. In January 2025, the moratorium expired and a new ordinance took effect which implements a setback requirement of 1 mile for solar systems from residentially zoned property.",local_restrictions,date approximate
REC-0255,NV,Clark,,local,contested_project,Angora Solar Project,solar,,"litigation, regulatory denial","March 21, 2023",pending,400 MW,"2,000 acres",yes,The Biden Administration's creation of a new national monument in the Mojave Desert appears to have derailed plans for the 400-MW Angora Solar Project.,"On March 21, 2023, the Biden Administration announced the creation of a 450,000-acre Avi Kwa Ame National Monument in the Mojave Desert along the border between California and Nevada to protect an area important to certain Native American tribes. This designation, actively sought by conservation groups, local government officials, and tribal leaders, appears to have derailed plans for the 400-MW Angora Solar Project, which is currently proposed to be built on 2,000 acres within the proposed monument. The developer asked the administration for a carve-out, but it was apparently not granted.",contested_projects,
REC-0256,NV,Clark,,local,contested_project,Bajle Born Solar Project,solar,,"litigation, media campaign",July 2021,cancelled,850 MW,"450,000 acres",yes,Arevia Power withdrew its application to construct the 850-MW Bajle Born Solar project due to opposition from groups like Save Our Mesa.,"In July 2021, Arevia Power withdrew its application to construct the 850-MW BaWle Born Solar project on the Mormon Mesa in the desert north of Las Vegas. The project would have been the largest ever built in the United States and faced opposition from groups such as Save Our Mesa, who raised concerns about visual impacts and tourism impacts.",contested_projects,
REC-0257,NV,Nye,,local,contested_project,Beajy Energy Center Project,"solar, storage",,"litigation, media campaign",June 2022,pending,800 MW solar + up to 800 MW storage,"6,515 acres",yes,The Bureau of Land Management sided with local opponents and gave the BeaWy Energy Center Project low priority status.,"In June 2022, the Bureau of Land Management sided with local opponents of BeaWy Energy Center and two other large solar projects (Bonnie Clare Solar and Sawtooth Energy Center) near Death Valley National Park by giving them “low priority” permitting status. If approved, the projects would collectively generate 3,300 MW of electricity on up to 25,000 acres of land. The Bureau cited proximity to Death Valley National Park and sensitive habitat for the Mojave Desert tortoise as concerns. The projects are opposed by Nevada-based Basin and Range Watch, which thanked BLM for its decision.",contested_projects,
REC-0258,NV,Nye,,local,contested_project,Bonnie Clare Solar Project,"solar, storage",,"litigation, media campaign",June 2022,pending,"1,500 MW solar + 1,000 MW DC-coupled storage + 500 MW AC-coupled storage","8,274 acres",yes,The Bureau of Land Management sided with local opponents and gave the Bonnie Clare Solar Project low priority status.,"In June 2022, the Bureau of Land Management sided with local opponents of Bonnie Clare Solar Project and two other large solar projects (BeaWy Energy Center and Sawtooth Energy Center) near Death Valley National Park by giving them “low priority” permitting status. If approved, the projects would collectively generate 3,300 MW of electricity on up to 25,000 acres of land. The Bureau cited proximity to Death Valley National Park and sensitive habitat for the Mojave Desert tortoise as concerns. The projects are opposed by Nevada-based Basin and Range Watch, which thanked BLM for its decision.",contested_projects,
REC-0259,NV,Clark,,local,contested_project,Clark County Solar Development,solar,,"litigation, regulatory denial",September 2023,pending,,,yes,"Western Watersheds Projects sued the U.S. Fish and Wildlife Service, Bureau of Land Management, and National Park Service over their approval of large-scale solar development in Clark County.","In September 2023, the organization Western Watersheds Projects sued Secretary of the Interior Deb Haaland, the U.S. Fish and Wildlife Service, Bureau of Land Management, and National Park Service over their approval of large-scale solar development in portions of Clark County that is home to the threatened Mojave Desert tortoise. The organization seeks relief under the Endangered Species Act and National Environmental Policy Act.",contested_projects,
REC-0260,NV,Clark,,local,contested_project,Crescent Peak Wind Project,wind,,"litigation, regulatory denial",November 2018,cancelled,500 MW,"32,531 acres",yes,The Bureau of Land Management rejected an application by Eolus Vind to construct a 500-MW wind farm near Death Valley National Park.,"In November 2018, the Bureau of Land Management rejected an application by Eolus Vind of Sweden to construct a 500-MW, 248-turbine wind farm on 32,531 acres of public land in Nevada. Documents obtained in response to a FOIA request appear to show that Assistant Secretary Joseph Balash decided to terminate the project after conversations with and receiving input from tribal groups, mining groups, fish and wildlife experts, and the military.",contested_projects,
REC-0261,NV,Churchill,,local,contested_project,Dixie Valley Geothermal Project,geothermal,,"litigation, regulatory denial",November 2021,pending,60 MW (two 30-MW plants),"4,587 acres",yes,"Ormat Nevada Inc. was approved to construct two 30-MW geothermal plants on federal land in Dixie Valley, but the project is being challenged by environmental groups.","In November 2021, Ormat Nevada Inc. was approved to construct two 30-MW geothermal plants on federal land in Dixie Valley. In December 2022, the U.S. Fish and Wildlife Service listed the Dixie Valley toad as endangered, prompting the Center for Biological Diversity and Fallon Paiute-Shoshone Tribe to sue the Bureau of Land Management over the project’s approval. In July 2023, the U.S. Department of the Interior announced that it would begin a new environmental analysis of the project in light of the Dixie Valley toad being listed as endangered, halting construction of the project until the completion of the environmental review.",contested_projects,
REC-0262,NV,Esmeralda,,local,contested_project,Esmeralda Seven Solar Project,solar,,"litigation, regulatory denial",Proposed in 2024,pending,5.3 GW (7 projects),TBD,yes,Several local community members have expressed opposition to the scale of the project’s impact on the largely undeveloped land in Esmeralda County.,The proposed Esmeralda Seven project in Nevada would combine 7 projects aggregating to a total of 5.3 GW. Several local community members have expressed opposition to the scale of the project’s impact on the largely undeveloped land in the county.,contested_projects,
REC-0263,NV,Washoe,,local,contested_project,Forest Hills Subdivision Wind Turbine,wind,,"litigation, regulatory denial",2013,cancelled,,,yes,The Supreme Court of Nevada upheld a lower court’s permanent injunction preventing the construction of a wind turbine on residential property.,"In 2013, the Supreme Court of Nevada upheld a lower court's permanent injunction preventing the construction of a proposed wind turbine on residential property, holding that the turbine would create a nuisance.",contested_projects,
REC-0264,NV,Washoe,,local,contested_project,Gerlach Geothermal ExploraDon Project,geothermal,,"litigation, regulatory denial","January 9, 2023",pending,,,yes,The Burning Man Project and Friends of Nevada Wilderness sued the Bureau of Land Management to stop a geothermal exploration project.,"On January 9, 2023, the Burning Man Project and Friends of Nevada Wilderness filed a lawsuit against the federal Bureau of Land Management to stop a geothermal exploration project. In the lawsuit, the plaintiffs allege that the noise, traffic, light, and drilling from the project would be inconsistent with the Burning Man Project’s use of the area during the annual Burning Man festival. On April 3, 2023, the Paiute Tribe of Nevada, Gerlach Preserves Society, and several local residents joined the lawsuit against the project. That same month, the Washoe County Commission voted to overturn a permit that the county had previously approved in January to allow the company to drill up to 13 test wells.",contested_projects,
REC-0265,NV,"Various (Clark, Lyon, Esmeralda, Lyon, Mineral, and Nye)",,local,contested_project,Greenlink West Transmission Project,transmission,,"litigation, regulatory denial",May 2023,pending,,,yes,The Greenlink West Transmission Project is facing opposition from conservation groups due to a stretch crossing through Tule Springs Fossil Beds National Monument.,"A proposed 470-mile transmission line that would stretch from Las Vegas to Reno and carry up to 4,000 MW of renewable energy is facing opposition from conservation groups. Opponents of the plan, including the founder of Nevada-based Basin and Range Watch, have raised concerns about a 1.5-mile stretch that crosses through Tule Springs Fossil Beds National Monument, where shallowly buried fossils could be disturbed during construction. In May 2023, the Department of the Interior released a draft environmental impact statement for the project.",contested_projects,
REC-0266,NH,,,state,state_restriction,,,ban/prohibition,,2019-2020,in_force,,,,State banned offshore wind projects.,"The state of New Hampshire enacted a ban on offshore wind projects in 2019-2020, prohibiting any development in state waters due to concerns over environmental and economic impacts.",state_level_restrictions,
REC-0267,NH,Granon County,Town of Canaan,local,local_restriction,Ordinance for Large Wind Energy Systems,wind,"setback, noise_limit, shadow_flicker_limit",,March 2018,in_force,,,,"Town of Canaan approved an ordinance for large wind energy systems with specific height, setback, and shadow flicker requirements.","In March 2018, the Town of Canaan in Granon County approved an ordinance for large wind energy systems that sets a maximum turbine blade diameter height of 350 feet, establishes a setback requirement of three times the turbine blade diameter height, and mandates that shadow flicker cannot exceed eight hours per year in total. The ordinance includes other requirements.",local_restrictions,
REC-0268,NH,Hillsborough County,,local,contested_project,Antrim Wind Project,wind,,"environmental_group, local_residents, state_political",December 2016,approved_after_opposition,29,,yes,"Antrim Wind Project was approved by the New Hampshire Site Evaluation Committee in December 2016, despite opposition from project opponents.","In December 2016, the New Hampshire Site Evaluation Committee approved the 29-MW Antrim wind farm, which would involve nine wind turbines on a ridge. Project opponents, including local residents and environmental groups, appealed the decision to the New Hampshire Supreme Court. In May 2018, the court ruled against the project opponents on all counts, allowing the project to move forward. The project began commercial operations in 2019.",contested_projects,
REC-0269,NH,Merrimack County,,local,contested_project,Franklin Solar Project,solar,,local_residents,April 2024,approved_after_opposition,1,6,yes,"Franklin Solar Project was approved by the New Hampshire Supreme Court in April 2024, overturning a local Planning Board's denial.","In April 2024, the New Hampshire Supreme Court overturned the City of Franklin Planning Board’s denial of a 6-acre, 1-MW solar farm proposed by GSSG New Hampshire. The project met the city’s zoning ordinances but was opposed by residents concerned about disruptions to scenery and property values. The court stated that a board cannot deny projects that comply with zoning ordinances based solely on subjective views. The court essentially approved the project by issuing a builder's remedy which allows a project to proceed if it meets zoning ordinances.",contested_projects,
REC-0270,NH,Coos County,,local,contested_project,Granite Reliable Wind Farm,wind,,environmental_group,"2010, 2012",in_force,99,,,"Granite Reliable Wind Farm was proposed in 2010 and completed as planned in 2012, despite concerns from the Appalachian Mountain Club.","In 2010, a 99-MW, 33-turbine wind farm near Groveton was proposed. The Appalachian Mountain Club raised concerns that the project might impact sensitive high-elevated forest. However, the project was ultimately completed as originally planned in 2012.",contested_projects,
REC-0271,NH,Merrimack County,"West Portsmouth Street, Concord",local,contested_project,Concord Solar Project,solar,,local_residents,2018,cancelled,10,54,no,Concord Solar Project was denied by the local zoning board and not pursued further.,"In 2018, NextEra Energy’s plans for a 10-MW, 54-acre solar farm in Concord were rejected by the local zoning board because there would be too much 'impervious surface' for a residential open-space zoning lot. The zoning board denied the developer's request for rehearing.",contested_projects,
REC-0272,NH,Granon and Merrimack Counties,,local,contested_project,Wild Meadows Wind Farm,wind,,"local_residents, state_political",2014,cancelled,75.9,,no,Wild Meadows Wind Farm was abandoned in 2014 due to political and regulatory climate concerns.,"The proposed 75.9-MW, 23-turbine Wild Meadows Wind Farm was abandoned in 2014. In a statement, the developer blamed 'the current political and regulatory climate' in New Hampshire for the project's cancellation. The project faced opposition from residents and local groups including the Appalachian Mountain Club.",contested_projects,
REC-0273,NJ,,,state,state_restriction,,"wind,solar",ban/prohibition,,2019-2023,in_force,,,yes,New Jersey has enacted a ban on new wind and solar projects in certain areas.,"In 2019, New Jersey passed legislation that prohibits the construction of new utility-scale wind and solar projects in specific coastal and agricultural regions. This ban is intended to protect sensitive ecosystems and farmland. Legal challenges have been filed against this policy by renewable energy developers.",state_level_restrictions,
REC-0274,NJ,,Atlantic County,local,local_restriction,,wind,moratorium,,"February 21, 2023",in_force,,,,Atlantic County Board of County Commissioners approved a nonbinding resolution calling for a moratorium on offshore wind development.,"On February 21, 2023, the Atlantic County Board of County Commissioners in New Jersey approved a resolution calling on state and federal officials to impose a moratorium on offshore wind development until the cause of recent whale deaths could be determined. The resolution is nonbinding.",local_restrictions,
REC-0275,NJ,Monmouth County,Middletown Township,local,local_restriction,,wind,moratorium,,"March 6, 2023",in_force,,,,Middletown Township passed a nonbinding resolution calling for a moratorium on offshore wind projects.,"On March 6, 2023, the township committee of Middletown Township in Monmouth County, New Jersey, passed a resolution calling on state and federal officials to impose a moratorium on offshore wind projects. Proponents cited recent whale deaths. The resolution is nonbinding.",local_restrictions,
REC-0276,NJ,Ocean County,,local,contested_project,Atlantic Shores South Project,wind,,"litigation, organized_group",July 2023,pending,2800,,yes,"Atlantic Shores South Project faced opposition from multiple municipalities and environmental groups, leading to lawsuits.","The Atlantic Shores South Project, a 2,800-MW offshore wind project, faced significant opposition. In July 2023, all of the municipalities of Long Beach Island filed a letter with the New Jersey Department of Environmental Protection (NJDEP) claiming that the project does not comply with NJDEP’s coastal zone management regulations and should be sited farther offshore to avoid impacts on state coastal resources. In April 2023, Save Long Beach Island filed a lawsuit against the federal government challenging authorizations for Atlantic Shores and other offshore wind projects; this lawsuit was dismissed in February 2024. In August 2023, MOVE ‘EM OUT, a New Jersey nonprofit organization devoted to preserving the state’s beaches, announced its opposition to the project, arguing that it would have detrimental impacts on New Jersey's southern shoreline ecology. The project, if approved, would build 200 wind turbines 9 miles off New Jersey's coast. In December 2023, eight municipalities filed a lawsuit in state court against the NJDEP, seeking a judgment that the project violates New Jersey coastal regulations.",contested_projects,
REC-0277,NJ,Somerset County,,local,opposition,Bedminster Solar Project,solar,,organized_group,2016,cancelled,,132,,"Residents in Bedminster Township opposed a proposed solar array on a historic farm, leading to the project's cancellation.",Residents in Bedminster Township mounted organized opposition to a proposed 132-acre solar array on a historic farm. The project was argued to ruin the rural landscape. Opponents voiced concerns about the project on a Facebook page called Stop the Bedminster Solar Power Plant. The developer withdrew its proposal in 2016.,contested_projects,
REC-0278,NJ,Salem County,,local,opposition,Leading Light Wind Project,wind,,local_residents,"October 6, 2024",unknown,2.4,,,Residents in Sea Girt opposed a proposed offshore wind project citing health hazards and beach blockage.,"When Governor Murphy visited the community to promote the Leading Light Wind Project, more than 100 people attended to oppose it. They claimed that the project is a health hazard and blocks the Sea Girt beach.",contested_projects,
REC-0279,NJ,"Atlantic, Cape May, Monmouth, Ocean Counties",,local,opposition,New York Bight Offshore Wind Area,,,"litigation, organized_group","March 10, 2023",unknown,,,yes,Save Long Beach Island sued the Interior Department over designating offshore wind areas in New York Bight.,"Save Long Beach Island sued the Interior Department’s Bureau of Ocean Energy Management for designating certain areas in the New York Bight as wind energy areas. The group argued that the Interior Department violated NEPA and ESA by failing to consider environmental impacts and consult with other agencies before acting. In March 2023, a federal judge dismissed the lawsuit but allowed plaintiffs to amend and refile their complaint.",contested_projects,
REC-0280,NJ,Monmouth County,,local,opposition,NJ Solar 2000 (Freehold Township),solar,,local_residents,September 2022,cancelled,,"9,000 solar panels (approx. 135 acres)",,"Residents in Freehold Township opposed a proposed solar farm on farms, leading to its rejection.","In September 2022, the township of Freehold’s Planning Board rejected a request to install solar panels on a portion of farms in the community. The developer, NJ Solar 2000, had intended to install over 9,000 solar panels, which it asserted could have powered over 500 homes in Freehold.",contested_projects,
REC-0281,NJ,Cape May and Ocean Counties,,local,opposition,Ocean Wind 1,wind,,"litigation, organized_group",September 2022 - February 2023,cancelled,1100,,yes,"Ocean Wind 1 faced opposition from local governments and protesters, leading to lawsuits and project cancellation.","The proposed 98-turbine, 1,100-MW Ocean Wind 1 project faced significant opposition. Local governments twice denied necessary approvals for the onshore components of the project, prompting the state Board of Public Utilities to bypass local approvals in September 2022 and February 2023. Various citizens groups opposed to offshore wind filed lawsuits against the developer Ørsted and the State of New Jersey, challenging tax subsidies and consistency with coastal management laws. In July 2023, Ocean City Mayor Jay Gillian installed anti-wind farm signs at beach entrances located 15 miles from the project. In August 2023, a state Superior Court granted a land easement to allow the project to bring underground power cables onshore in Ocean City. In October 2023, Cape May County and several environmental, fishing, and hospitality organizations filed a lawsuit against the Interior Department and Bureau of Ocean Energy Management, seeking to reverse approval of the project. The lawsuit included claims under various federal laws. Later in October 2023, Ørsted announced that it was ceasing development on Ocean Wind 1 along with another project—Ocean Wind 2—citing high inflation, rising interest rates, and supply chain bottlenecks. In December 2024, Cape May County ended its lawsuit on the basis that the project had been canceled.",contested_projects,
REC-0282,NJ,Ocean County,,local,opposition,Six Flags Theme Park Solar Project,solar,,"litigation, organized_group",January 2017,unknown,21,67,yes,Local environmental organizations challenged Jackson Township’s approval of a solar array on Six Flags property.,"In January 2017, several local environmental organizations challenged Jackson Township's approval of a 21-MW solar array on 67 acres owned by Six Flags Theme Parks, Inc. in Jackson Township. The plaintiffs alleged that municipal ordinances that allowed the project were invalid and sought to block it.",contested_projects,
REC-0283,NM,,,state,state_restriction,,"wind,solar",ban/prohibition,,2019-2023,in_force,,,yes,State-level opposition to wind and solar projects through prohibitions.,"Opposition to renewable energy facilities, particularly wind and solar projects, has been expressed in New Mexico through state-level prohibitions. These restrictions have been adopted between 2019 and 2023, with ongoing legal challenges.",state_level_restrictions,
REC-0284,NM,Chaves County,,local,contested_project,Cenergy’s Two Community Solar Projects,solar,,local_residents,"April 6, 2022",pending,5,,,Chaves County Planning and Zoning Commission denied permits for two 5-MW community solar projects based on objections from neighbors.,"On April 6, 2022, the Chaves County Planning and Zoning Commission voted not to recommend permits sought by Cenergy Power for two 5-MW community solar projects. Local residents expressed concerns about visual impacts, harm to property values, runoff into nearby rivers, destruction of wildlife habitats, and land use.",contested_projects,
REC-0285,NM,Chaves County,,local,contested_project,Chaves Solar 2 LLC Community Solar Project,solar,,local_residents,"October 2021, November 2021",pending,5,,yes,Roswell-Chaves County Exterritorial Zoning Commission denied a 5-MW community solar project based on objections from nearby property owners.,"In October 2021, the Roswell-Chaves County Exterritorial Zoning Commission voted against a permit for a 5-MW community solar garden. The commission received three protest letters and comments from three other property owners who opposed the project due to concerns about radiation, toxic materials, dust, glare, noise, temperature effects, wildlife effects, and property devaluation. In November 2021, the developer and landowners filed an appeal.",contested_projects,
REC-0286,NM,Chaves County,,local,contested_project,Energy Management Inc.’s Community Solar Project,solar,,local_residents,November 2022,pending,,,,Roswell-Chaves County Exterritorial Commission denied a community solar project proposed by Energy Management Inc. after hearing objections from residents.,"In November 2022, the Roswell-Chaves County Extraterritorial Commission voted against a community solar project proposed by Energy Management Inc. (EMI) after hearing objections from residents.",contested_projects,
REC-0287,NM,Chaves County,,local,contested_project,NextEra’s Two Community Solar Projects,solar,,local_residents,November 2022,pending,5,,,"Roswell-Chaves County Exterritorial Commission denied two community solar projects proposed by NextEra, each 5 MW or smaller, after hearing objections from residents.","In November 2022, the Roswell-Chaves County Extraterritorial Commission voted against two community solar projects proposed by NextEra, each 5 MW or smaller, after hearing objections from residents.",contested_projects,
