id,state,project_name,technology,severity_score,description,outcome,finality_evidence,status,has_litigation,opposition_type,county,municipality,event_date_text,capacity_mw,area_acres,long_description,source_record_id,source,source_url,notes,id,source_id
con_151c377188,MT,Mission Creek Wind Project,wind,2,"Local residents formed Friends of Mission Creek to oppose Sagebrush Energy's proposed 11-turbine wind farm, citing landscape and golden eagle concerns.",needs_review,none,unknown,,local_residents,Park County,,,11 turbines,,"In 2010, Sagebrush Energy proposed an 11-turbine wind farm east of Livingston, Montana. Local residents formed the Friends of Mission Creek group to halt the project due to concerns about impacts on the natural landscape and local populations of golden eagles. The project appears to have stalled shortly thereafter.",REC-0237,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_151c377188,src_90d5b39d9a09
con_bcdb34a15a,MT,Valley County Wind Project,wind,4,GreenHunter Energy's proposed 500-MW wind farm in Valley County was abandoned after facing opposition from environmental groups and local residents.,blocked_unverified,outcome_label_only,cancelled,,"environmental_group, local_residents",Valley County,,,500 MW,,"In 2005, GreenHunter Energy proposed a 500-MW wind farm in a remote area north of Glasgow, Montana. In 2007, the company abandoned the project due to opposition from the Montana Wilderness Association, Montana Audubon Society, and the Montana Wilderness Society, who raised concerns about impacts on a nearby wilderness area.",REC-0238,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_bcdb34a15a,src_90d5b39d9a09
con_517224fe27,NC,Bacon’s Castle Solar Farm,solar,4,Surry County Supervisors rejected plans for a 20-MW solar farm that would have been situated across the street from a historic homestead.,blocked_unverified,outcome_label_only,rejected,,local_residents,Surry,,"June 16, 2022",20,,"On June 16, 2022, County Supervisors rejected plans for a 20-MW solar farm that would have been situated across the street from a historic 17th century homestead. The Surry County Planning Commission previously found that the proposal conflicted with the county’s 2040 Comprehensive Plan due to visual impacts on scenic and cultural resources and the county’s ordinance, which requires that solar projects “avoid important historic, archaeological or cultural sites.” Eight out of the ten residents who spoke at a public hearing advocated against the project.",REC-0315,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_517224fe27,src_90d5b39d9a09
con_cf9c913b8e,NC,Birdseye Renewable Energy,solar,4,Rowan County Commission denied a rezoning request for a 575-acre solar farm after months of opposition from residents.,blocked_unverified,outcome_label_only,rejected,,local_residents,Rowan,,November 2021,575/600,575,"In November 2021, residents in Rowan County successfully blocked the construction of a 575-acre solar farm after months of opposition. The Rowan County Commission voted 4-1 to deny a rezoning request by Birdseye Renewable that would have allowed progress to begin on the solar farm. The commissioners pointed to local community opposition as justification for their votes.",REC-0316,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_cf9c913b8e,src_90d5b39d9a09
con_94e4b48dcf,NC,Blackburn Solar Project,solar,4,"County commissioners voted unanimously to reject a request for rezoning to allow construction of a 58-MW, 600-acre solar project.",blocked_unverified,outcome_label_only,rejected,,local_residents,Catawba,,"April 18, 2022",58,600,"On April 18, 2022, county commissioners voted unanimously to reject Duke Energy’s request for rezoning to allow construction of a 58-MW, 600-acre solar project that would offset 50% of Wells Fargo’s electricity usage in the state. The county planning board previously recommended approval of the project, but the county decided to reject it after hearing from five residents who spoke out against it.",REC-0317,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_94e4b48dcf,src_90d5b39d9a09
con_8067b81c27,NC,China Grove Solar Project,solar,4,Rowan County Commission denied a conditional use permit for a 65-MW solar farm and imposed a six-month moratorium on ground-mounted solar development.,blocked_unverified,outcome_label_only,rejected,,local_residents,Rowan,,"September 16, 2019",65,428,"In 2019, CooperaDve Solar LLC proposed a 65-MW solar farm on 428 acres in Salisbury that was primarily zoned for agricultural use. A large number of residents strongly opposed the project and raised concerns about potential adverse impacts on property values, the surrounding environment, and wildlife. At a public hearing before the Rowan County Commission on September 16, 2019, the commissioners made clear that they were unlikely to approve the project, and the developer subsequently withdrew its application for a conditional-use permit. During that same hearing, the commissioners also voted to impose a six-month moratorium on ground-mounted solar development across the county.",REC-0318,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_8067b81c27,src_90d5b39d9a09
con_adf142430e,NC,Coastal Pine Solar Farm,solar,3,"Coastal Pine Solar filed a lawsuit after its application to build a 2,300-acre solar farm was denied by county commissioners.",pending,none,pending,yes,litigation,Pender,,December 2022 - June 2023,22,285,"In December 2022, Coastal Pine Solar filed a lawsuit after its application to build a 2,300-acre solar farm was denied unanimously by county commissioners in September 2022. The company claimed that the commissioners misapplied zoning ordinances based on generalized fears of solar farms. In response, the county filed an affidavit claiming its denial was based on its belief that the transmission line that would be connected to the solar farm could not safely handle the power generated. The county then filed a motion to dismiss, which was denied by the Superior Court. In June 2023, after several conferences between the parties, the court ordered the two sides to enter mediation to settle the dispute.",REC-0319,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_adf142430e,src_90d5b39d9a09
con_1952c61a99,NC,Shady Grove Solar Farm,solar,4,Yadkin County denied a conditional use permit for the Shady Grove Solar farm and the developer appealed the decision.,blocked_unverified,outcome_label_only,rejected,yes,litigation,Yadkin,,"October 2020 - December 31, 2024",22,285,"Yadkin County denied a conditional use permit for the Shady Grove Solar farm in October 2020. The solar farm, a joint venture between Silver Creek Energy and Pine Gate Renewables, would have produced 22 MW on 285 acres. Opponents testified at an evidentiary hearing about their concerns of flooding from the removal of trees, as well as impacts to water quality and tourism. The developer appealed the decision in November 2020.",REC-0320,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_1952c61a99,src_90d5b39d9a09
con_96cccfd711,NC,Woodland Solar Project,solar,4,Woodland Town Council imposed a moratorium on all future solar projects in 2015.,blocked_unverified,outcome_label_only,rejected,,local_residents,Northampton,Woodland,2015,,,"In 2015, the Woodland Town Council imposed a moratorium on all future solar projects after opposition to a project proposed by Strata Solar. The moratorium was cited as a response to constituents’ concern of being “completely surrounded by solar farms.”",REC-0321,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_96cccfd711,src_90d5b39d9a09
con_06a622dac1,ND,Brady Wind Farm,wind,1,"Dickinson Wind applied for a conditional use permit to construct an 87-turbine, 150-MW wind farm in Stark County. Local residents and the Concerned Citizens of County opposed the project.",advanced_unverified,outcome_label_only,approved_after_opposition,,"local_residents, organized_group",Stark County,,"March 2016 (PSC hearing), June 2016 (PSC approval)",150 MW,,"Dickinson Wind applied for a conditional use permit to construct an 87-turbine, 150-MW wind farm in Stark County. The project was opposed by local residents and the Concerned Citizens of County, who spoke against it in a March 2016 hearing before the Public Service Commission (PSC). Despite opposition, the PSC approved the project in June 2016.",REC-0329,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_06a622dac1,src_90d5b39d9a09
con_df1c48a5f9,ND,Burke County Wind Project,wind,2,NextEra's application to construct the Burke County Wind Project was rejected by the PSC due to proximity to wetlands and potential wildlife impacts.,pending,none,pending,,"local_residents, organized_group",Burke County,,June 2019 (PSC rejection),200 MW,,"In June 2019, the Public Service Commission (PSC) in North Dakota rejected NextEra’s application to construct the Burke County Wind Project. The project was controversial in the community, where the planning and zoning commission had voted against it before the county commissioners approved it. NextEra submitted a revised application for a 74-turbine, 200-MW wind farm called Northern Divide Wind, which the PSC approved in June 2021.",REC-0330,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_df1c48a5f9,src_90d5b39d9a09
con_1d4ceab3f3,ND,Burleigh-Emmons Wind Farm,wind,4,"PNE Wind proposed a wind farm in Burleigh County, which was denied by the county and led to a recall of officials who supported the project.",blocked_unverified,outcome_label_only,cancelled,,"local_residents, organized_group",Burleigh County,,,,,"PNE Wind proposed a 70-turbine wind farm in Burleigh County near Morton Township. The issue became highly divisive in the local community, leading to the denial of county land use permits in May 2019, and a vote to recall Burleigh County officials who supported the project in August 2019. Opponents organized an anti-wind organization, North Dakota Visionkeepers, to block the project.",REC-0331,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_1d4ceab3f3,src_90d5b39d9a09
con_3ecf2f1e51,ND,Charlie Creek Wind Farm,wind,4,"Orion Renewable Energy Ground applied for a zoning permit for a wind farm in Billings County, which was denied by the county due to concerns over visibility and impacts on Theodore Roosevelt National Park.",blocked_unverified,outcome_label_only,cancelled,,"local_residents, organized_group",Billings County,,November 2016 (county permit denial),383 MW,,"Orion Renewable Energy Ground submiWed a zoning application for a 114-turbine, 383-MW project in Billings County. During a public hearing on the project, local residents expressed concerns over property devaluation, effects on local tourism, and impacts on the visual landscape. In particular, residents expressed concerns about turbine visibility from the Painted Canyon Visitor Center and other parts of Theodore Roosevelt National Park. The Billings County Commission denied the permit in November 2016.",REC-0332,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_3ecf2f1e51,src_90d5b39d9a09
con_06ca25a8a8,ND,Coal Creek Wind Farm,wind,2,"McLean County denied a zoning permit for the Coal Creek Wind Farm, a 400-MW wind farm proposed by a developer.",pending,none,pending,,"local_residents, organized_group",McLean County,,April 2024 (denial of preliminary project area permit),400 MW,,"In April 2024, McLean County Commissioners in North Dakota denied a preliminary project area permit for the proposed Coal Creek Wind Farm. The developer and participating landowners appealed the decision, but the McLean County Board of Commissioners denied their appeal in June 2024. Residents speaking at the public hearing expressed divided opinions on the project.",REC-0333,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_06ca25a8a8,src_90d5b39d9a09
con_e5e9792f4b,ND,Discovery Wind Farm,wind,2,McLean County denied a zoning permit for the Discovery Wind Farm proposed by Apex Clean Energy.,pending,none,pending,,"local_residents, organized_group",McLean County,,"June 18, 2024 (denial of zoning permit appeal)",,,"In April 2024, the McLean County Board of Commissioners in North Dakota denied a zoning permit for the Discovery Wind Farm, a 94-turbine wind farm proposed by Apex Clean Energy. The developer and participating landowners appealed the decision, but the McLean County Board of Commissioners denied their appeal in June 2024. Residents speaking at the public hearing expressed divided opinions on the project.",REC-0334,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_e5e9792f4b,src_90d5b39d9a09
con_0f6655ef17,ND,Garrison Buje Wind Farm,wind,2,"Capital Power proposed a wind farm in Mercer County, which was blocked by the moratorium passed by the county commissioners.",pending,none,pending,,"local_residents, organized_group",Mercer County,,"2018 (proposed), May 2020 (moratorium)",152 MW,,"In 2018, Capital Power proposed a 152-MW wind farm in Mercer County. At a public hearing about the project, local residents expressed concern over the 'attack on coal,' an industry that employs many residents. In May 2020, the Mercer County Commission passed a moratorium on wind development that blocked the project.",REC-0335,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_0f6655ef17,src_90d5b39d9a09
con_e9675e5fe6,NH,Antrim Wind Project,wind,3,"Antrim Wind Project was approved by the New Hampshire Site Evaluation Committee in December 2016, despite opposition from project opponents.",advanced_confirmed,court_ruling: In re Allen (Antrim Wind Energy),approved_after_opposition,yes,"environmental_group, local_residents, state_political",Hillsborough County,,December 2016,29,,"In December 2016, the New Hampshire Site Evaluation Committee approved the 29-MW Antrim wind farm, which would involve nine wind turbines on a ridge. Project opponents, including local residents and environmental groups, appealed the decision to the New Hampshire Supreme Court. In May 2018, the court ruled against the project opponents on all counts, allowing the project to move forward. The project began commercial operations in 2019.",REC-0268,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_e9675e5fe6,src_90d5b39d9a09
con_93481acf6b,NH,Concord Solar Project,solar,4,Concord Solar Project was denied by the local zoning board and not pursued further.,blocked_unverified,outcome_label_only,cancelled,no,local_residents,Merrimack County,"West Portsmouth Street, Concord",2018,10,54,"In 2018, NextEra Energy’s plans for a 10-MW, 54-acre solar farm in Concord were rejected by the local zoning board because there would be too much 'impervious surface' for a residential open-space zoning lot. The zoning board denied the developer's request for rehearing.",REC-0271,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_93481acf6b,src_90d5b39d9a09
con_a3aa6db37a,NH,Franklin Solar Project,solar,3,"Franklin Solar Project was approved by the New Hampshire Supreme Court in April 2024, overturning a local Planning Board's denial.",advanced_confirmed,"court_ruling: Mojalaki Holdings, LLC v. City of Franklin",approved_after_opposition,yes,local_residents,Merrimack County,,April 2024,1,6,"In April 2024, the New Hampshire Supreme Court overturned the City of Franklin Planning Board’s denial of a 6-acre, 1-MW solar farm proposed by GSSG New Hampshire. The project met the city’s zoning ordinances but was opposed by residents concerned about disruptions to scenery and property values. The court stated that a board cannot deny projects that comply with zoning ordinances based solely on subjective views. The court essentially approved the project by issuing a builder's remedy which allows a project to proceed if it meets zoning ordinances.",REC-0269,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_a3aa6db37a,src_90d5b39d9a09
con_81e9f94eb3,NH,Granite Reliable Wind Farm,wind,2,"Granite Reliable Wind Farm was proposed in 2010 and completed as planned in 2012, despite concerns from the Appalachian Mountain Club.",needs_review,none,in_force,,environmental_group,Coos County,,"2010, 2012",99,,"In 2010, a 99-MW, 33-turbine wind farm near Groveton was proposed. The Appalachian Mountain Club raised concerns that the project might impact sensitive high-elevated forest. However, the project was ultimately completed as originally planned in 2012.",REC-0270,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_81e9f94eb3,src_90d5b39d9a09
con_e41021df0e,NH,Wild Meadows Wind Farm,wind,4,Wild Meadows Wind Farm was abandoned in 2014 due to political and regulatory climate concerns.,blocked_unverified,outcome_label_only,cancelled,no,"local_residents, state_political",Granon and Merrimack Counties,,2014,75.9,,"The proposed 75.9-MW, 23-turbine Wild Meadows Wind Farm was abandoned in 2014. In a statement, the developer blamed 'the current political and regulatory climate' in New Hampshire for the project's cancellation. The project faced opposition from residents and local groups including the Appalachian Mountain Club.",REC-0272,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_e41021df0e,src_90d5b39d9a09
con_b5e0b42044,NJ,Atlantic Shores South Project,wind,3,"Atlantic Shores South Project faced opposition from multiple municipalities and environmental groups, leading to lawsuits.",pending,none,pending,yes,"litigation, organized_group",Ocean County,,July 2023,2800,,"The Atlantic Shores South Project, a 2,800-MW offshore wind project, faced significant opposition. In July 2023, all of the municipalities of Long Beach Island filed a letter with the New Jersey Department of Environmental Protection (NJDEP) claiming that the project does not comply with NJDEP’s coastal zone management regulations and should be sited farther offshore to avoid impacts on state coastal resources. In April 2023, Save Long Beach Island filed a lawsuit against the federal government challenging authorizations for Atlantic Shores and other offshore wind projects; this lawsuit was dismissed in February 2024. In August 2023, MOVE ‘EM OUT, a New Jersey nonprofit organization devoted to preserving the state’s beaches, announced its opposition to the project, arguing that it would have detrimental impacts on New Jersey's southern shoreline ecology. The project, if approved, would build 200 wind turbines 9 miles off New Jersey's coast. In December 2023, eight municipalities filed a lawsuit in state court against the NJDEP, seeking a judgment that the project violates New Jersey coastal regulations.",REC-0276,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_b5e0b42044,src_90d5b39d9a09
con_2058e38b6e,NJ,Bedminster Solar Project,solar,4,"Residents in Bedminster Township opposed a proposed solar array on a historic farm, leading to the project's cancellation.",blocked_unverified,outcome_label_only,cancelled,,organized_group,Somerset County,,2016,,132,Residents in Bedminster Township mounted organized opposition to a proposed 132-acre solar array on a historic farm. The project was argued to ruin the rural landscape. Opponents voiced concerns about the project on a Facebook page called Stop the Bedminster Solar Power Plant. The developer withdrew its proposal in 2016.,REC-0277,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_2058e38b6e,src_90d5b39d9a09
con_1a4c5a893c,NJ,Leading Light Wind Project,wind,2,Residents in Sea Girt opposed a proposed offshore wind project citing health hazards and beach blockage.,needs_review,none,unknown,,local_residents,Salem County,,"October 6, 2024",2.4,,"When Governor Murphy visited the community to promote the Leading Light Wind Project, more than 100 people attended to oppose it. They claimed that the project is a health hazard and blocks the Sea Girt beach.",REC-0278,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_1a4c5a893c,src_90d5b39d9a09
con_23b3856e4c,NJ,New York Bight Offshore Wind Area,wind,3,Save Long Beach Island sued the Interior Department over designating offshore wind areas in New York Bight.,needs_review,none,unknown,yes,"litigation, organized_group","Atlantic, Cape May, Monmouth, Ocean Counties",,"March 10, 2023",,,"Save Long Beach Island sued the Interior Department’s Bureau of Ocean Energy Management for designating certain areas in the New York Bight as wind energy areas. The group argued that the Interior Department violated NEPA and ESA by failing to consider environmental impacts and consult with other agencies before acting. In March 2023, a federal judge dismissed the lawsuit but allowed plaintiffs to amend and refile their complaint.",REC-0279,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,technology inferred from project name,con_23b3856e4c,src_90d5b39d9a09
con_cab65a420e,NJ,NJ Solar 2000 (Freehold Township),solar,4,"Residents in Freehold Township opposed a proposed solar farm on farms, leading to its rejection.",blocked_unverified,outcome_label_only,cancelled,,local_residents,Monmouth County,,September 2022,,"9,000 solar panels (approx. 135 acres)","In September 2022, the township of Freehold’s Planning Board rejected a request to install solar panels on a portion of farms in the community. The developer, NJ Solar 2000, had intended to install over 9,000 solar panels, which it asserted could have powered over 500 homes in Freehold.",REC-0280,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_cab65a420e,src_90d5b39d9a09
con_6601f49b6f,NJ,Ocean Wind 1,wind,4,"Ocean Wind 1 faced opposition from local governments and protesters, leading to lawsuits and project cancellation.",blocked_unverified,outcome_label_only,cancelled,yes,"litigation, organized_group",Cape May and Ocean Counties,,September 2022 - February 2023,1100,,"The proposed 98-turbine, 1,100-MW Ocean Wind 1 project faced significant opposition. Local governments twice denied necessary approvals for the onshore components of the project, prompting the state Board of Public Utilities to bypass local approvals in September 2022 and February 2023. Various citizens groups opposed to offshore wind filed lawsuits against the developer Ørsted and the State of New Jersey, challenging tax subsidies and consistency with coastal management laws. In July 2023, Ocean City Mayor Jay Gillian installed anti-wind farm signs at beach entrances located 15 miles from the project. In August 2023, a state Superior Court granted a land easement to allow the project to bring underground power cables onshore in Ocean City. In October 2023, Cape May County and several environmental, fishing, and hospitality organizations filed a lawsuit against the Interior Department and Bureau of Ocean Energy Management, seeking to reverse approval of the project. The lawsuit included claims under various federal laws. Later in October 2023, Ørsted announced that it was ceasing development on Ocean Wind 1 along with another project—Ocean Wind 2—citing high inflation, rising interest rates, and supply chain bottlenecks. In December 2024, Cape May County ended its lawsuit on the basis that the project had been canceled.",REC-0281,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_6601f49b6f,src_90d5b39d9a09
con_fef5538358,NJ,Six Flags Theme Park Solar Project,solar,3,Local environmental organizations challenged Jackson Township’s approval of a solar array on Six Flags property.,needs_review,none,unknown,yes,"litigation, organized_group",Ocean County,,January 2017,21,67,"In January 2017, several local environmental organizations challenged Jackson Township's approval of a 21-MW solar array on 67 acres owned by Six Flags Theme Parks, Inc. in Jackson Township. The plaintiffs alleged that municipal ordinances that allowed the project were invalid and sought to block it.",REC-0282,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_fef5538358,src_90d5b39d9a09
con_37ebc8bcf7,NM,Cenergy’s Two Community Solar Projects,solar,2,Chaves County Planning and Zoning Commission denied permits for two 5-MW community solar projects based on objections from neighbors.,pending,none,pending,,local_residents,Chaves County,,"April 6, 2022",5,,"On April 6, 2022, the Chaves County Planning and Zoning Commission voted not to recommend permits sought by Cenergy Power for two 5-MW community solar projects. Local residents expressed concerns about visual impacts, harm to property values, runoff into nearby rivers, destruction of wildlife habitats, and land use.",REC-0284,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_37ebc8bcf7,src_90d5b39d9a09
con_f313d60354,NM,Chaves Solar 2 LLC Community Solar Project,solar,3,Roswell-Chaves County Exterritorial Zoning Commission denied a 5-MW community solar project based on objections from nearby property owners.,pending,none,pending,yes,local_residents,Chaves County,,"October 2021, November 2021",5,,"In October 2021, the Roswell-Chaves County Exterritorial Zoning Commission voted against a permit for a 5-MW community solar garden. The commission received three protest letters and comments from three other property owners who opposed the project due to concerns about radiation, toxic materials, dust, glare, noise, temperature effects, wildlife effects, and property devaluation. In November 2021, the developer and landowners filed an appeal.",REC-0285,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_f313d60354,src_90d5b39d9a09
con_243cfbe4c2,NM,Energy Management Inc.’s Community Solar Project,solar,2,Roswell-Chaves County Exterritorial Commission denied a community solar project proposed by Energy Management Inc. after hearing objections from residents.,pending,none,pending,,local_residents,Chaves County,,November 2022,,,"In November 2022, the Roswell-Chaves County Extraterritorial Commission voted against a community solar project proposed by Energy Management Inc. (EMI) after hearing objections from residents.",REC-0286,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_243cfbe4c2,src_90d5b39d9a09
con_d299f5db5e,NM,NextEra’s Two Community Solar Projects,solar,2,"Roswell-Chaves County Exterritorial Commission denied two community solar projects proposed by NextEra, each 5 MW or smaller, after hearing objections from residents.",pending,none,pending,,local_residents,Chaves County,,November 2022,5,,"In November 2022, the Roswell-Chaves County Extraterritorial Commission voted against two community solar projects proposed by NextEra, each 5 MW or smaller, after hearing objections from residents.",REC-0287,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_d299f5db5e,src_90d5b39d9a09
con_3e21ac9450,NM,Rancho Viejo Solar Project,solar;battery_storage,2,"Residents established groups to oppose a 96-MW solar farm with a 48-MW battery storage facility in Santa Fe County, leading to an online petition and complaints.",pending,none,pending,,"organized_group, local_residents",Santa Fe County,,"August 2023, September 2023, August 2024","96 (solar), 48 (storage)","680 (solar), 2 (storage)","The Rancho Viejo Solar Project, a 680-acre, 96-MW solar farm with a 2-acre, 48-MW battery storage facility proposed by AES, has faced resistance from the local community. Residents have established the Clean Energy Coalition for Santa Fe County and New Mexicans for Responsible Renewable Energy to fight against the project. The latter started an online petition directed at Santa Fe County, asking that officials either deny the project’s conditional use permit application or issue a moratorium and amend county codes before considering the project further. Residents have expressed distrust toward the company and argued that the county has failed to adequately engage the community. A resident submitted in August 2023 a Notice of Violation to Santa Fe County and filed in September 2023 a complaint with the New Mexico Attorney General, alleging that the County’s meetings with AES violated New Mexico’s Open Meetings Act. The County denied the allegations, and the Attorney General responded that no violations occurred. In August 2024, residents attended a county meeting at which AES presented a revised plan that sought to address the community's concerns.",REC-0288,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_3e21ac9450,src_90d5b39d9a09
con_f5206d70dd,NM,South Peak Solar Project,solar,2,Luna County Board postponed a decision on a proposed 97.5-MW solar project after hearing from many opponents.,pending,none,pending,,local_residents,Luna County,,January 2023,97.5,620,"A proposed 97.5-MW project on 620 acres of private land has encountered opposition at contentious public meetings. In January 2023, after hearing from many project opponents, the Luna County Board voted unanimously to postpone a decision on the application.",REC-0289,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_f5206d70dd,src_90d5b39d9a09
con_ddfbb50c84,NV,Angora Solar Project,solar,3,The Biden Administration's creation of a new national monument in the Mojave Desert appears to have derailed plans for the 400-MW Angora Solar Project.,pending,none,pending,yes,"litigation, regulatory denial",Clark,,"March 21, 2023",400 MW,"2,000 acres","On March 21, 2023, the Biden Administration announced the creation of a 450,000-acre Avi Kwa Ame National Monument in the Mojave Desert along the border between California and Nevada to protect an area important to certain Native American tribes. This designation, actively sought by conservation groups, local government officials, and tribal leaders, appears to have derailed plans for the 400-MW Angora Solar Project, which is currently proposed to be built on 2,000 acres within the proposed monument. The developer asked the administration for a carve-out, but it was apparently not granted.",REC-0255,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_ddfbb50c84,src_90d5b39d9a09
